Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A0336,W. Joseph Bruckner,,,,1,Lockridge Grindal Nauen P.L.L.P.; Lockridge Grindal Nauen PLLP; LOCKRIDGE GRINDAL NAUEN P.L.L.P.,4,8,"1775, 1942, 1996, 2993",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0337,Christopher Lovell,,,,1,"Lovell Stewart Halebian, LLP; Lovell Stewart Halebian LLP; LOVELL STEWART HALEBIAN LLP; Lovell Stewart Halebian & Jacobson LLP",6,8,"1775, 1935, 1996, 1997, 2031, 2213",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0338,Barbara Hart,,,,1,Labaton Sucharow & Rudoff LLP,1,2,1775,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0339,Craig C. Corbitt,Craig Corbitt,,,1,"Zelle Hofmann Voelbel Mason & Gette, LLP; Zelle Hofmann Voelbel & Mason LLP",2,2,"1775, 2029",LeadCounsel; Settlement,high,,,,,,,,,
A0340,Henry Cirillo,Henry A. Cirillo,Mr. Henry A. Cirillo,,1,Furth Firm LLP,2,3,"1775, 1826",LeadCounsel,high,,,,,,,,,
A0341,Louis Battista,,,,1,"Krupnick, Campbell, Malone, et al; Krupnick, Campbell, Malone, et al.",1,2,1789,Management,high,,,,,,,,,
A0342,"Walter G. Campbell, Jr",,,,1,"Krupnick, Campbell, Malone, et al",1,1,1789,Management,high,,,,,,,,,
A0343,Kenneth I. Trujillo,,,,1,"Trujillo Rodriguez & Richards, LLC",1,1,1782,Communications,high,,,,,,,,,
A0344,"Gedney M. Howe, III",,,,1,,1,2,1785,Communications,high,,,,,,,,,
A0345,Vance R. Andrus,Vance Andrus,,,1,"Andrus, Boudreaux, Lemoine & Tonore; Andrus, Boudreaux, Lemoine & Tonore, P.L.C.; Andrus, Hood & Wagstaff, PC",3,3,"1789, 1842, 2299",Management,high,,,,,,,,,
A0346,Annesley DeGaris,,,,1,"Cory, Watson, Crowder & DeGaris, P.C.",3,3,"1789, 2087, 3026",Management,high,,,,,,,,,
A0347,Anthony Irpino,,,,1,Irpino Law Firm,1,1,1789,Management,high,,,,,,,,,
A0348,Jerry Taylor,,,,1,"Beasley, Allen, Crow, Methvin, Portis & Miles, P.C.",1,1,1789,Management,high,,,,,,,,,
A0349,David Sanford,,,,1,"SANFORD WITTELS & HEISLER, LLP",1,1,1794,ClassCounsel,high,,,,,,,,,
A0350,Jeremy Heisler,,,,1,"SANFORD WITTELS & HEISLER, LLP",1,1,1794,ClassCounsel,high,,,,,,,,,
A0351,Katherine M. Kimpel,,,,1,"SANFORD WITTELS & HEISLER, LLP",1,1,1794,ClassCounsel,high,,,,,,,,,
A0352,Grant Morris,,,,1,"SANFORD WITTELS & HEISLER, LLP",1,1,1794,ClassCounsel,high,,,,,,,,,
A0353,Merrill G. Davidoff,,,,1,"BERGER & MONTAGUE, P.C.",1,1,1790,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0354,Edward W. Millstein,,,,1,"BERGER & MONTAGUE, P.C.",1,1,1790,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0355,Kirk D. Tresemer,,,,1,"IRWIN & BOESEN, P.C.",1,1,1790,Management,high,,,,,,,,,
A0356,Randal R. Kelly,,,,1,"IRWIN & BOESEN, P.C.",1,1,1790,Management,high,,,,,,,,,
A0357,Peter J. McNulty,,,,1,MCNULTY LAW FIRM,1,1,1790,Management,high,,,,,,,,,
A0358,Michael T. Cole,,,,1,Nelson Mullins Riley & Scarborough LLP; Nelson Mullins Riley & Scarborough,3,3,"1785, 2502, 2514",Communications; LeadCounsel,high,,,,,,,,,
A0359,Mitchell M. Breit,,,,1,Whatley Drake & Kallas,1,1,1785,Management,high,,,,,,,,,
A0360,Wendy R. Fleishman,Wendy Fleishman,,,1,"Lieff, Cabraser, Heimann & Bernstein, LLP",3,5,"1785, 1905, 3026",LeadCounsel; Management,high,,,,,,,,,
A0361,Tim Balducci,,,,1,Langston Law Firm,1,1,1785,Management,high,,,,,,,,,
A0362,Howard Bushman,,,,1,Harke & Clasby,1,1,1785,Management,high,,,,,,,,,
A0363,Ernie Cory,,,,1,"Cory, Watson, Crowder & DeGaris",1,1,1785,Management,high,,,,,,,,,
A0364,John E. Mudd,,,,1,Law Offices of John E. Mudd,1,1,1785,Management,high,,,,,,,,,
A0365,Jennifer Sherrill,,,,1,Federman & Sherwood,1,1,1785,Management,high,,,,,,,,,
A0366,John Felder,,,,1,"McGowan, Hood, Felder & Johnson",1,1,1785,Management,high,,,,,,,,,
A0367,Chad McGowen,,,,1,"McGowan, Hood, Felder & Johnson",1,1,1785,Management,high,,,,,,,,,
A0368,Melissa Harnett,Melissa M. Harnett,,,1,"Wasserman, Comden & Casselman LLP; Wasserman, Comden & Casselman, L.L.P.",2,2,"1785, 1822",ClassCounsel; Management,high,,,,,,,,,
A0369,Daniel R. Karon,,,,1,Goldman Scarlato & Karon,1,1,1785,Management,high,,,,,,,,,
A0370,Patrick N. Keegan,,,,1,"Keegan, Macaluso & Baker",1,1,1785,Management,high,,,,,,,,,
A0371,Jeffrey Keller,,,,1,Keller Grover LLP,1,1,1785,Management,high,,,,,,,,,
A0372,Robert Rikard,,,,1,Whetstone Myers Perkins & Young,1,1,1785,Management,high,,,,,,,,,
A0373,Karen Renwick,,,,1,"Walters Bender Strohbehn Vaughn, PC",1,1,1785,Management,high,,,,,,,,,
A0374,Harvey Kaplan,,,,1,"Shook Hardy & Bacon, LLP",1,1,1785,LeadCounsel,high,,,,,,,,,
A0375,Marie Woodbury,,,,1,"SHB Bausch & Lomb, Inc.",1,1,1785,LeadCounsel,high,,,,,,,,,
A0376,Bruce Afran,,,,1,the Mayer Law Group; Mayer Law Group,1,2,1791,ClassCounsel,high,,,,,,,,,
A0377,John Murdock,,,,1,"Murdock, Goldenberg, Schneider & Groh, LPA",1,2,1796,ClassCounsel,high,,,,,,,,,
A0378,Jeffrey Goldenberg,Jeffrey S. Goldenberg,,,1,"Murdock, Goldenberg, Schneider & Groh, LPA; Goldenberg Schneider, LPA",4,6,"1796, 2316, 3052, 3083",ClassCounsel; Discovery; LeadCounsel; Vetting,high,,,,,,,,,
A0379,Douglas Rosinski,,,,1,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C",1,2,1796,ClassCounsel,high,,,,,,,,,
A0380,Donald Cockrill,,,,1,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C",1,2,1796,ClassCounsel,high,,,,,,,,,
A0381,Marc Mezibov,,,,1,,1,2,1796,ClassCounsel,high,,,,,,,,,
A0382,Gary E. Mason,Gary Edward Mason,Gary Mason,,1,"The Mason Law Firm, L.L.P.; Whitfield Bryson & Mason, LLP; The Mason Law Firm, P.C.; Whitfield, Bryson & Mason, LLP",7,9,"02000, 1796, 1817, 1958, 2025, 2514, 3021",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0383,Mark Smilow,,,,1,Weiss & Lurie,1,2,1796,ClassCounsel,high,,,,,,,,,
A0384,Matthew Moore,,,,1,Howrey firm,1,1,1816,Communications,high,,,,,,,,,
A0385,Jeffery G. Smith,,,,1,Wolf Haldenstein Adler Freeman & Herz LLP,1,1,1807,LeadCounsel; Management,high,,,,,,,,,
A0386,Edward J. Wynne,,,,1,the Wynne Law Firm; Wynne Law Firm,1,2,1807,Management,high,,,,,,,,,
A0387,John R. Wylie,,,,1,"Futterman Howard Watkins Wylie & Ashley, Chtd.",2,3,"1807, 2046",Management,high,,,,,,,,,
A0388,Gerald D. Wells III,Gerald D. Wells II,,,1,"Schiffrin, Barroway, Topaz & Kessler LLP",1,2,1807,Management,high,,,,,,,,,
A0389,James F. Clapp,,,,1,"Dostart Clapp Gordon & Coveney, LLP",1,2,1807,Management,high,,,,,,,,,
A0390,John Halebian,,,,1,Lovell Steward Halebian LLP; Lovell Stewart Halebian LLP,1,2,1807,Management,high,,,,,,,,,
A0391,John Kelson,,,,1,the John M. Kelson Law Office; John M. Kelson Law Office,1,2,1807,Management,high,,,,,,,,,
A0392,Stephen M. Harris,,,,1,Knapp Petersen & Clarke,1,1,1807,Management,high,,,,,,,,,
A0393,Jeffrey G. Smith,,,,1,Wolf Haldenstein Adler Freeman & Herz LLP,1,1,1807,LeadCounsel; Management,high,,,,,,,,,
A0394,Terry Lueckenhoff,,,,1,Blackwell Sanders Peper Martin LLP,1,1,1811,Communications; LeadCounsel,high,,,,,,,,,
A0395,Don M. Downing,Don Downing,,,1,"Gray Ritter & Graham, P.C.; Gray Ritter Graham; Gray, Ritter & Graham, P.C.; Gray, Ritter, Graham",4,7,"1811, 1907, 2562, 2936",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0396,Adam J. Levitt,Adam Levitt,,,1,"Wolf Haldenstein Adler Freeman & Herz LLC; Grant & Eisenhofer, P.A.; Wolf Haldenstein; Wolf, Haldenstein, Adler, Freeman & Herz",10,14,"1811, 1907, 1938, 1990, 2258, 2284, 2320, 2415, 2905, 3089",ClassCounsel; Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0397,Scott E. Poynter,Scott Poynter,,,1,Emerson Poynter LLP; Poynter Law Group,3,6,"1811, 1982, 3127",ClassCounsel; Management,high,,,,,,,,,
A0398,Stephen Weiss,Stephen A. Weiss,,,1,"Seeger Weiss LLP; Seeger Weiss, LLP",4,5,"1811, 1938, 2196, 2415",Communications; Management,high,,,,,,,,,
A0399,William B. Chaney,,,,1,"Looper, Reed & McGraw, P.C.",1,1,1811,Management,high,,,,,,,,,
A0400,Ralph E. Chapman,,,,1,Chapman Lewis & Swan,1,1,1811,Management,high,,,,,,,,,
A0401,Joel M. Kuehnert,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0402,Jim Banks,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0403,Bruce Brown,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0404,Edward Allen,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0405,Clint Vince,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0406,William Droze,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0407,Patricia T. Barmeyer,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0408,Clyde Morris,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0409,Ruth Ann Storey,,,,1,,1,1,00001,Communications,high,,,,,,,,,
A0410,Robert K. Shelquist,Robert Shelquist,,,1,"Lockridge Grindal Nauen P.L.L.P.; Lockridge Grindal Nauen, PLLP; Lockridge Grindal Nauen PLLP; Lockridge, Grindal & Nauen, L.L.P",10,15,"02000, 1817, 1905, 1958, 1990, 2098, 2223, 2247, 2264, 2359",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0411,Michael McShane,Michael A. McShane,,,1,"Audet & Partners, LLP; Audet & Partners LLP",8,10,"02000, 1817, 1958, 2098, 2238, 2247, 2270, 2359",ClassCounsel; Expert; LeadCounsel; Management,high,,,,,,,,,
A0412,Charles J. LaDuca,Charles LaDuca,,,1,"Cuneo Gilbert & LaDuca, LLP; Cuneo, Gilbert & LaDuca, LLP; Cuneo Gilbert & LaDuca LLP",9,13,"02000, 1817, 1958, 2098, 2238, 2247, 2359, 3032, 3108",ClassCounsel; Expert; LeadCounsel; Management,high,,,,,,,,,
A0413,Jerome A. Murphy,,,,1,Crowell & Moring LLP,1,1,1827,Communications,high,,,,,,,,,
A0414,Mark J.Tamblyn,Mark J. Tamblyn,,,1,Wexler Toriseva Wallace LLP; Wexler Wallace LLP,1,2,1820,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0415,David J. George,,,,1,Coughlin Stoia Geller Rudman & Robbins LLP,1,2,1820,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0416,William Isaacson,,,,1,"Boies, Schiller & Flexner LLP",2,4,"1826, 2196",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0417,Mr. Lehmann,,,,1,Cohen Milstein Hausfeld and Toll P.L.L.C.,1,2,1826,LeadCounsel,high,,,,,,,,,
A0418,Andrew S. Friedman,Andrew N. Friedman,Andrew Friedman,Andrew S Friedman,1,"Bonnett, Fairbourn, Friedman & Balint, P.C.; Cohen Milstein Sellers & Toll PLLC; COHEN MILSTEIN SELLERS & TOLL PLLC; BONNETT FAIRBOURN FRIEDMAN & BALINT, P.C.",9,15,"1825, 1862, 1974, 2046, 2087, 2096, 2238, 2583, 2617",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0419,"John J. Stoia, Jr.",,,,1,Robbins Geller Rudman & Dowd LLP; Lerach Coughlin Stoia Geller Rudman & Robbins LLP; Coughlin Stoia Geller Rudman & Robbins LLP,3,4,"1825, 1940, 2238",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0420,Bruce L. Simon,Bruce Simon,,,1,"Pearson, Simon, Warshaw & Penny, LLP; Pearson, Simon, Soter, Warshaw & Penny, LLP; Pearson, Simon, Warshaw and Penny; Pearson, Simon, Soter, Warshaw, and Penny, LLP",6,12,"1822, 1827, 1960, 1972, 1996, 2196",ClassCounsel; LeadCounsel; Management; Motions,high,,,,,,,,,
A0421,Clifford H. Pearson,,,,1,"Pearson, Simon, Soter, Warshaw & Penny, LLP",1,1,1822,ClassCounsel,high,,,,,,,,,
A0422,Stephen M. Garcia,,,,1,The Garcia Law Firm,1,1,1822,ClassCounsel; Communications,high,,,,,,,,,
A0423,Steven A. Hart,,,,1,"Segal, McCambridge, Singer & Mahoney; Segal McCambridge Singer & Mahoney; Segal McCambridge Singer & Mahoney, Ltd.",2,4,"1822, 1996",ClassCounsel; Communications,high,,,,,,,,,
A0424,Michael Fuller,,,,1,McHugh Fuller Law Group,1,1,1822,ClassCounsel,high,,,,,,,,,
A0425,"Jack T. Patterson, II",,,,1,Patton Roberts McWilliams & Capshaw,1,1,1822,ClassCounsel,high,,,,,,,,,
A0426,MICHAEL LOUIS KELLY,Michael Kelly,Michael Louis Kelly,Michael A. Kelly,1,"Kirtland & Packard LLP; Kirtland & Packard; KIRTLAND & PACKARD LLP; Law Offices of Walkup, Melodia, Kelly & Schoenberger, A Professional Corporation",3,5,"1822, 2199, 2532",ClassCounsel; Communications; LeadCounsel,high,,,,,,,,,
A0427,Terrence J. Dee,,,,1,"Kirkland & Ellis, LLP",1,1,1822,Communications,high,,,,,,,,,
A0428,Steven F. Cherry,,,,1,Wilmer Cutler Pickering Hale and Dorr LLP,1,1,1827,Communications,high,,,,,,,,,
A0429,Richard Heimann,,,,1,"Lieff, Cabraser, Heimann & Bernstein, LLP; Lieff, Cabraser, Heimann & Bernstein",1,4,1827,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0430,Mr. Scarpulla,,,,1,,1,1,1819,LeadCounsel,high,,,,,,,,,
A0431,Pritzker,,,,1,Girard & Gibbs,1,1,1827,Communications,high,,,,,,,,,
A0432,Lee,,,,1,Minami,1,1,1827,Communications,high,,,,,,,,,
A0433,Boro,,,,1,Pillsbury,1,1,1827,Communications,high,,,,,,,,,
A0434,Jon Cuneo,,,,1,"Cuneo, Gilbert & Laduca, LLP",1,1,1817,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0435,Steven A. Schwartz,,,,1,"Chimicles & Tikellis, LLP; Chimicles & Tikellis LLP; Chimicles Schwartz Kriner & Donaldson-Smith LLP; Chimicles & Tikellis",3,4,"1817, 2001, 3014",ClassCounsel; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0436,Clayton Halunen,Clayton D. Halunen,,,1,Halunen & Associates,3,3,"02000, 1817, 2359",ClassCounsel; Management; Motions,high,,,,,,,,,
A0437,Jonathan Shub,,,,1,"Seeger Weiss; Seeger Weiss LLP; Kohn, Swift & Graf, P.C.; SEEGER WEISS LLP",10,10,"1817, 1862, 2001, 2333, 2450, 2506, 2514, 2688, 3021, 3025",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0438,Marc Edelson,Marc H. Edelson,,,1,"Edelson & Associates, LLC; Edelson Lechtzin LLP",3,4,"1817, 2514, 2993",Management,high,,,,,,,,,
A0439,Michael Plachy,,,,1,Rotherberger Johnson & Lyons,1,1,1817,Management,high,,,,,,,,,
A0440,J. Barton Goplerud,,,,1,"Hudson Mallaney & Shindler, P.C.",1,1,1817,Management,high,,,,,,,,,
A0441,Robert P. Munian,,,,1,Kramer Rayson,1,1,1817,Management,high,,,,,,,,,
A0442,Edward A. Wallace,Edward Wallace,,,1,Wexler Wallace LLP,3,3,"1842, 2688, 2974",Management,high,,,,,,,,,
A0443,Derek H. Potts,Derek Potts,,,1,"The Potts Law Firm, LLP; the Potts Law Firm",4,4,"1842, 2004, 2511, 2968",Communications; LeadCounsel; Management,high,,,,,,,,,
A0444,Jeffrey M. Kuntz,,,,1,,1,1,1842,Management,high,,,,,,,,,
A0445,Robert A. Horn,,,,1,"Horn Alward & Bandy, LLC",1,4,1840,ClassCounsel; LeadCounsel,high,,,,,,,,,
A0446,George A. Barton,,,,1,"Law Offices of George A. Barton, P.C.",1,1,1840,ClassCounsel,high,,,,,,,,,
A0447,Lester L. Levy,,,,1,Wolf Popper LLP,2,2,"1838, 1968",ClassCounsel; Management,high,,,,,,,,,
A0448,Sherrie R. Savett,Sherrie Savett,,,1,"Berger & Montague, P.C.; Berger & Montague P.C.; Berger & Montague",5,7,"1838, 1850, 1998, 2046, 2474",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0449,Howard B. Miller,,,,1,,1,1,1840,LeadCounsel,high,,,,,,,,,
A0450,Martin M. Loring,,,,1,"Blackwell Sanders, LLP",1,2,1840,Communications,high,,,,,,,,,
A0451,Joseph M. Alioto,Joseph M Alioto,,,1,Alioto Law Firm,3,5,"1827, 1957, 2143",ClassCounsel; LeadCounsel; Trial,high,,,,,,,,,
A0452,Elizabeth Prizker,,,,1,,1,1,1827,Communications,high,,,,,,,,,
A0453,Jack Lee,,,,1,,1,1,1827,Communications,high,,,,,,,,,
A0454,Albert Boro,,,,1,,1,1,1827,Communications,high,,,,,,,,,
A0455,Stephanie Hatzakos,,,,1,Milberg Weiss,1,1,1842,Management,high,,,,,,,,,
A0456,Donald A. Migliori,,,,1,Motley Rice LLC,2,2,"1842, 3148",Communications; LeadCounsel,high,,,,,,,,,
A0457,Ernest Cory,,,,1,"Cory, Watson, Crowder & DeGaris; Cory Watson Crowder & DeGaris, P.C.",3,3,"1842, 1928, 2502",LeadCounsel; Management,high,,,,,,,,,
A0458,Alex Alvarez,,,,1,The Alvarez Law Firm,2,2,"1842, 2051",Management,high,,,,,,,,,
A0459,Robert Binstock,Robert J. Binstock,,,1,"Reich & Binstock; Reich & Binstock, LLP",3,6,"1842, 1943, 1968",Management,high,,,,,,,,,
A0460,Amy M. Carter,,,,1,"Williams Kherkher Hart Boundas, LLP",1,1,1842,Management,high,,,,,,,,,
A0461,W. Lewis Garrison,"W. Lewis Garrison, Jr.",,,1,"Heninger, Garrison & Davis; Heninger, Garrison & Davis, LLC; Heninger Garrison Davis; Heninger Garrison Davis, LLC",4,8,"1842, 1943, 2023, 2502",Management,high,,,,,,,,,
A0462,"Robert H. Smalley, III",Robert Smalley,,,1,,1,4,1845,ClassCounsel; Communications,high,,,,,,,,,
A0463,Mark C. Tanenbaum,,,,1,"Mark C. Tanenbaum, P.A.",2,3,"1865, 2502",Communications; LeadCounsel; Management,high,,,,,,,,,
A0464,Howard Louis Siegel,,,,1,Law Offices of Howard Siegel,1,1,1865,LeadCounsel; Management,high,,,,,,,,,
A0465,Robert M. Foote,,,,1,"Foote, Meyers, Mielke & Flowers, L.L.C.; Foote, Meyers, Mielke & Flowers, LLC",2,2,"1865, 1997",Management,high,,,,,,,,,
A0466,Mia Lauren Maness,,,,1,"Mark C. Tanenbaum, P.A.",1,1,1865,Management,high,,,,,,,,,
A0467,Richard Paul Rouco,,,,1,"Whatley, Drake & Kallas, L.L.C.",1,1,1865,Management,high,,,,,,,,,
A0468,Pete Strom,,,,1,"Strom Law Firm, L.L.C.",1,1,1865,Management,high,,,,,,,,,
A0469,Robert S. Wood,,,,1,"Richardson, Patrick, Westbrook & Brickman, L.L.C.",1,1,1865,Management,high,,,,,,,,,
A0470,Craig Hoover,Craig A. Hoover,,,1,"Hogan Lovells, LLP",2,2,"1850, 2617",Communications,high,,,,,,,,,
A0471,D. Jeffrey Ireland,,,,1,,1,1,1850,Communications,high,,,,,,,,,
A0472,Mark Goodman,,,,1,,1,1,1850,Communications,high,,,,,,,,,
A0473,Stuart Davidson,Stuart A. Davidson,Stuart R. Davidson,,1,Robbins Geller Rudman & Dowd LLP; Coughlin Stoia Geller Rudman & Robbins LLP; Robbins Geller Rudman & Dowd; Robbins Geller Rudman & Dowd LLP - BR FL,8,10,"1850, 2188, 2199, 2904, 3089, 3090, 3096, 3115",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0474,Scott A. Kamber,Scott Kamber,,,1,"KamberLaw, LLC; KamberEdelson, LLC; KamberEdelson LLC",3,5,"1850, 2264, 2562",ClassCounsel; LeadCounsel; Management,high,,,,,,,,,
A0475,Joseph M. Sellers,,,,1,"COHEN, MILSTEIN, HAUSFELD & TOLL, P.L.L.C.",1,1,1854,LeadCounsel; Management,high,,,,,,,,,
A0476,Christine E. Webber,,,,1,"COHEN, MILSTEIN, HAUSFELD & TOLL, P.L.L.C.",1,1,1854,LeadCounsel; Management,high,,,,,,,,,
A0477,Preyesh Maniklal,,,,1,Maniklal & Dennis LLP,1,1,1854,Communications; Management,high,,,,,,,,,
A0478,Candis A. McGowan,,,,1,"Wiggins, Childs, Quinn & Pantazis LLC",1,1,1854,Management,high,,,,,,,,,
A0479,"Robert L. Wiggins, Jr.",,,,1,"Wiggins, Childs, Quinn & Pantazis LLC",1,1,1854,Management,high,,,,,,,,,
A0480,Robert E. DeRose,"Robert E. DeRose, II",,,1,"Barkan Neff Handelman Meizlish, LLP; Barakan Neff Handelman Meizlish LLP",2,2,"1854, 2025",ClassCounsel; Management,high,,,,,,,,,
A0481,Robert Camp,,,,1,The Cochran Firm,1,1,1854,Management,high,,,,,,,,,
A0482,Richard Celler,,,,1,Morgan & Morgan,1,1,1854,Management,high,,,,,,,,,
A0483,Jairus M. Gilden,,,,1,"Metcalf, Kaspari, Howard, Engdahl & Lazarus, P.A.",1,1,1854,Management,high,,,,,,,,,
A0484,Roger K. Doolittle,,,,1,,1,1,1854,Management,high,,,,,,,,,
A0485,Debra Gardner,,,,1,Public Justice Center,1,1,1854,Management,high,,,,,,,,,
A0486,David H. Fink,,,,1,"The Miller Law Firm; The Miller Law Firm, P.C.; Fink + Associates Law; The Miller Law Firm P.C.",2,4,"1867, 2042",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0487,James Neale,,,,1,McGuireWoods LLP,1,2,1845,Communications,high,,,,,,,,,
A0488,Angela M. Spivey,,,,1,McGuireWoods LLP,1,2,1845,Communications,high,,,,,,,,,
A0489,Bethany G. Lukitsch,,,,1,McGuireWoods LLP,1,2,1845,Communications,high,,,,,,,,,
A0490,Craig Harley,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0491,S. Randall Hood,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0492,Clay Jerkins,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0493,David Karnas,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0494,A. James Andrews,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0495,Garrett Blanchfield,"Garrett Blanchfield, Jr.",Garrett D. Blanchfield,,1,Reinhardt Wendorf & Blanchfield,3,4,"1845, 2993, 3107",ClassCounsel; Management,high,,,,,,,,,
A0496,Bryan N. Cigelske,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0497,Paul Crouch,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0498,Jeff Daniel,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0499,Rick DiGiorgio,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0500,Cory Holzer,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0501,Jeffrey A. Klafter,,,,1,Klafter Lesser LLP,2,3,"1845, 2989",ClassCounsel; Management,high,,,,,,,,,
A0502,Roger W. Orlando,,,,1,"The Orlando Firm, P.C.",2,2,"1845, 2087",ClassCounsel; Management,high,,,,,,,,,
A0503,Dennis G. Pantazis,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0504,Peter Protopapas,,,,1,,1,1,1845,ClassCounsel; Management,high,,,,,,,,,
A0505,Justin I. Woods,Justin Woods,,,1,"Gainsburgh, Benjamin, David, Meunier & Warshauer, L.L.C.",1,2,1873,Communications; Discovery,high,,,,,,,,,
A0506,Anthony Buzbee,,,,1,,1,1,1873,Management,high,,,,,,,,,
A0507,Raul Bencomo,,,,1,,1,1,1873,Management,high,,,,,,,,,
A0508,"Frank D'Amico, Jr.",,,,1,,1,1,1873,Management,high,,,,,,,,,
A0509,Linda Nelson,,,,1,,1,1,1873,Management,high,,,,,,,,,
A0510,Mikal C. Watts,Mikal Watts,,,1,Watts Guerra Craft; WATTS GUERRA LLP; Watts Guerra LLC,4,11,"1873, 2385, 2924, 3043",Discovery; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0511,Dennis Reich,,,,1,"Reich & Binstock, LLP",2,2,"02000, 1873",ClassCounsel; Management,high,,,,,,,,,
A0512,Robert Becnel,,,,1,,1,1,1873,Management,high,,,,,,,,,
A0513,Andrew Weinstock,Andrew D. Weinstock,,,1,"Duplass, Zwain, Bourgeois, Morton, Pfister & Weinstock, APLC",1,3,1873,Communications; Discovery,high,,,,,,,,,
A0514,Susan G. Kupfer,,,,1,Glancy Binkow & Goldberg LLP,2,5,"1891, 2173",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0515,James C. Percy,,,,1,,1,1,1873,Communications; Settlement,high,,,,,,,,,
A0516,Ryan E. Johnson,,,,1,,1,1,1873,Communications; Settlement,high,,,,,,,,,
A0517,Robert G. Abrams,,,,1,Howrey LLP; Howery LLP,2,2,"1895, 1899",Communications; LeadCounsel,high,,,,,,,,,
A0518,David Kurtz,,,,1,,1,1,1873,Discovery,high,,,,,,,,,
A0519,Marc M. Seltzer,Marc Seltzer,,,1,Susman Godfrey L.L.P.; Susman Godfrey L.L.P; Susman Godfrey LLP,3,6,"1891, 1957, 2668",ClassCounsel; LeadCounsel,high,,,,,,,,,
A0520,Livia M. Kiser,,,,1,Latham & Watkins LLP,1,2,1907,Communications; LeadCounsel,high,,,,,,,,,
A0521,Steve Skikos,,,,1,"Skikos, Crawford, Skikos, Joseph & Millican LLP",1,2,1909,Fees; Management,high,,,,,,,,,
A0522,Daniel E. Gustafson,Daniel Gustafson,,,1,Gustafson Gluek PLLC,4,10,"1905, 2993, 3108, 3110",ClassCounsel; Communications; LeadCounsel; Management,high,,,,,,,,,
A0523,Jim Doyle,,,,1,"Williams, Kherkher, Hart & Boundas LLP",1,2,1905,Management,high,,,,,,,,,
A0524,R. Jackson Drake,,,,1,Whatley Drake & Kallas; Whatley Drake & Kallas LLC,1,2,1905,Management,high,,,,,,,,,
A0525,Nicholas J. Drakulich,Nicholas Drakulich,,,1,The Drakulich Firm; Drakulich Firm,3,4,"1905, 2299, 2359",Management,high,,,,,,,,,
A0526,Michael K. Johnson,,,,1,"Goldenberg & Johnson, PLLC; Johnson Becker PLLC",2,3,"1905, 3087",Management,high,,,,,,,,,
