Attorney_ID,Canonical_Name,AKA_1,AKA_2,AKA_3,Variants_Merged,Firms,N_MDLs,N_Mentions,MDLs,Roles,Confidence,Gender,Birth_Year,Undergrad_School,Undergrad_Grad_Year,Law_School_Name,Law_Grad_Year,Bar_States,Sources,Notes
A0450,Paul Farrell,,,,1,"Greene, Ketchum, Bailey, Walker, Farrell & Tweel; GREENE KETCHUM BAILEY WALKER FARRELL & TWEEL; Greene, Ketchum, Bailey, Walker, Farrell & Twee!; Greene, Ketchum, Bailey, Walker, Farrell, & Tweel",5,10,"2187, 2325, 2326, 2327, 2804",Communications; Fees; LeadCounsel; Management,high,,,,,,,,,
A0451,Rachel Abrams,Rachel B. Abrams,,,1,"LEVIN SIMES; Levin Simes LLP; LEVIN SIMES, LLP; Hersh and Hersh",8,11,"1871, 2187, 2326, 2434, 2441, 2545, 2666, 3084",Coordination; LeadCounsel; Management,high,,,,,,,,,
A0452,Renee Baggett,,,,1,"Aylstock Witkin Kreis & Overholtz; AYLSTOCK WITKIN KREIS & OVERHOLTZ; Aylstock Witkin Kreis & Overholtz, PLLC",5,12,"2187, 2326, 2327, 2387, 2440",Fees; LeadCounsel; Management,high,,,,,,,,,
A0453,Riley Burnett,"Riley L. Burnett, Jr.",,,1,"Burnett Law Firm; LAW OFFICES OF RILEY L. BURNETT, JR.",8,20,"2004, 2187, 2326, 2327, 2387, 2440, 2511, 2885",Fees; LeadCounsel; Management,high,,,,,,,,,
A0454,Robert Price,,,,1,"LEVIN PAPANTONIO THOMAS MITCHELL RAFFERTY & PROCTOR; Levin, Papantonio, Thomas,",3,4,"2187, 2326, 2753",Management,high,,,,,,,,,
A0455,Robert Salim,,,,1,"LAW OFFICES OF ROBERT L. SALIM; Salim-Beasley, LLC",4,6,"2187, 2326, 2387, 2418",Communications; LeadCounsel; Management,high,,,,,,,,,
A0456,Scott Love,Scott A. Love,,,1,"CLARK LOVE & HUTSON; Fleming & Associates, LLP; Fleming & Associates, L.L.P.",3,5,"1928, 2187, 2326",LeadCounsel; Management,high,,,,,,,,,
A0457,Tim Goss,,,,1,Tim. K. Goss; FREESE & GOSS; Freese & Goss,4,10,"1871, 2187, 2326, 2570",Management; SettlementAdministration,high,,,,,,,,,
A0458,Todd Harvey,,,,1,"Burke Harvey & Frankowski, LLC; Burke Harvey, LLC",3,4,"2187, 2326, 2753",Management,high,,,,,,,,,
A0459,Victoria Maniatis,,,,1,"SANDERS VIENER GROSSMAN; Sanders Phillips Grossman, LLP; Sanders, Phillips, Grossman, LLC; Sanders, Wiener, Grossman, LLP",5,7,"2187, 2243, 2326, 2606, 2738",Fees; Management,high,,,,,,,,,
A0460,Yvonne Flaherty,Yvonne M. Flaherty,,,1,Lockridge Grindal Nauen; LOCKRIDGE GRINDAL NAUEN; LOCKRIDGE GRINDAL NAUEN P.L.L.P.; LOCKRIDGE GRINDAL NAUEN PLLP,15,26,"1943, 1964, 2187, 2326, 2327, 2387, 2434, 2440, 2441, 2545, 2642, 2691, 2741, 2809, 3079",Communications; Fees; Management,high,,,,,,,,,
A0461,Zonles Joe,,,,1,REILLY POZNER,1,1,2187,Management,high,,,,,,,,,
A0462,A. Eiland,,,,1,"The Law Offices of A. Craig Eiland, P.C.",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0463,Allan Kanner,,,,1,"Kanner & Whiteley, L.L.C.; Kanner & Whiteley, LLC",2,4,"2107, 2709",ClassCounsel; LeadCounsel; Settlement,high,,,,,,,,,
A0464,Brian Ku,,,,1,"Ku & Mussman, P.A.",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0465,Cynthia St. Amant,,,,1,"Kanner & Whiteley, LLC",1,1,2709,ClassCounsel; LeadCounsel; Settlement,high,,,,,,,,,
A0466,David Futscher,,,,1,Futscher Law PLLC,1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0467,Esther Berezofsky,Esther E. Berezofsky,,,1,"Williams Cuker Berezofsky; Motley Rice, LLC",4,4,"2197, 2606, 2709, 2921",ClassCounsel; Management; Settlement,high,,,,,,,,,
A0468,Gerald Clark,,,,1,"Clark Law Firm, P.C.",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0469,Gillian Wade,,,,1,"Milstein, Jackson, Fairchild & Wade, LLP; Milstein Jackson Fairchild & Wade; Milstein Adelman LLP",4,5,"2107, 2199, 2709, 2741",ClassCounsel; Management; Settlement,high,,,,,,,,,
A0470,Jed Chronic,,,,1,"Maschka, Riedy, Ries & Frentz Law Firm",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0471,John Zuccarini,,,,1,Law Offices of John P. Zuccarini,1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0472,Kenneth B. McClain,Kenneth McClain,,,1,"Humphrey Farrington & McClain, P.C.; HUMPHREY FARRINGTON & McCLAIN",2,6,"2709, 3052",ClassCounsel; Communications; Management; Settlement,high,,,,,,,,,
A0473,Kevin Stanley,,,,1,"Humphrey Farrington & McClain, P.C.",1,1,2709,ClassCounsel; Communications; Settlement,high,,,,,,,,,
A0474,Louis Mussman,,,,1,"Ku & Mussman, P.A.",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0475,M.  Casey,,,,1,The Casey Law Frim,1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0476,Marc Castaneda,,,,1,"Milstein, Jackson, Fairchild & Wade, LLP; Milstein Jackson Fairchild & Wade",2,3,"2709, 2741",ClassCounsel; Settlement,high,,,,,,,,,
A0477,Mark Eldridge,,,,1,Ademi LLP,1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0478,Mark Morris,,,,1,"Clark Law Firm, P.C.",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0479,Michael Quirk,Michael J. Quirk,,,1,"Motley Rice, LLC; WILLIAMS CUKER BEREZOFSKY",2,2,"1955, 2709",ClassCounsel; Settlement,high,,,,,,,,,
A0480,Mitchell Breit,Mitchell M. Breit,,,1,"Simmons Hanly Conroy; SIMMONS HANLY CONROY LLC; Simmons Hanly Conroy, LLC; Whatley Drake & Kallas",3,4,"1785, 2709, 2886",ClassCounsel; Management; Settlement,high,,,,,,,,,
A0481,Sara Avila,,,,1,"Milstein, Jackson, Fairchild & Wade, LLP; Milstein Jackson Fairchild & Wade",2,3,"2709, 2741",ClassCounsel; Settlement,high,,,,,,,,,
A0482,Shpetim Ademi,,,,1,Ademi LLP,2,2,"2046, 2709",ClassCounsel; Management; Settlement,high,,,,,,,,,
A0483,Stephen Nolan,,,,1,"Smith, Gildea & Schmidt, LLC",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0484,Walter Daniels,,,,1,"The Daniels Law Firm, P.C.",1,1,2709,ClassCounsel; Settlement,high,,,,,,,,,
A0485,Aimee Wagstaff,Aimee H. Wagstaff,,,1,"Andrus, Hood & Wagstaff, PC; Andrus Wagstaff, PC; Andrus & Wagstaff, P.C.; Wagstaff Law Firm",8,9,"2187, 2326, 2327, 2741, 2782, 2973, 3004, 3101",LeadCounsel; Management,high,,,,,,,,,
A0486,David Thomas,,,,1,"Guthrie & Thomas PLLC; Guthrie & Thomas; Thomas, Combs & Spann, PLLC",4,5,"2325, 2326, 2327, 2387",Communications,high,,,,,,,,,
A0487,Michael Bonasso,,,,1,Flaherty Sensbaugh Bonasso PLLC,3,3,"2325, 2326, 2327",Communications,high,,,,,,,,,
A0488,Michael Farrell,,,,1,"Farrell, White & Legg PLLC",3,3,"2325, 2326, 2327",Communications,high,,,,,,,,,
A0489,Robert Adams,,,,1,"Shook, Hardy & Bacon LLP",1,2,2326,LeadCounsel,high,,,,,,,,,
A0490,Barbara  Olk,,,,1,TRIEF & OLK,1,3,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0491,Bruce Steckler,,,,1,"The Steckler Law Firm; BARON & BUDD, P.C.",4,8,"2036, 2047, 2428, 2450",ClassCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0492,Burton H. Finkelstein,Burton  Finkelstein,,,1,"Finkelstein Thompson LLP; FINKELSTEIN THOMPSON, LLP",4,5,"1940, 1998, 2036, 2046",ClassCounsel; LeadCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0493,David  Lichter,David Lichter,,,1,"HIGER, LICHTER & GIVNER LLP; HIGER LICHTER & GIVNER, LLP",1,3,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0494,David  Stellings,David S. Stellings,David Stellings,,1,"Lieff Cabraser Heimann & Bernstein, LLP; LIEFF, CABRASER, HEIMANN & BERNSTEIN, LLP; Lieff Cabraser Heimann & Bernstein LLP",5,18,"2036, 2750, 2905, 3014, 3051",ClassCounsel; LeadCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0495,Edward Webb,,,,1,"WEBB, KLASE & LEMOND, L.L.C.",1,12,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0496,Elaine Ryan,Elaine  Ryan,Elaine A. Ryan,,1,"Bonnett, Fairbourn, Friedman, & Balint, P.C.; BONNETT FAIRBOURN FRIEDMAN & BALINT; BONNETT, FAIRBOURN, FRIEDMAN & BALINT, P.C.; Bonnett Fairbourn Friedman & Balint PC",3,7,"2036, 2087, 2994",ClassCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0497,Jeff  Geraci,,,,1,COHELAN KHOURY & SINGER,1,1,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0498,Jeremy  Alters,Jeremy Alters,,,1,"ALTERS LAW FIRM P.A.; Alters, Boldt, Brown, Rash & Culmo",2,2,"2036, 2047",ClassCounsel; Coordination; SettlementAdministration,high,,,,,,,,,
A0499,Ken  Grunfeld,,,,1,GOLOMB & HONIK P.C.,1,1,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0500,Mazin  Sbaiti,Mazin Sbaiti,,,1,"BARON & BUDD, P.C.",1,2,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0501,Michael Sobol,Michael W. Sobol,,,1,"LIEFF, CABRASER, HIEIMANN & BERNSTEIN, LLP; LIEFF, CABRASER, HEIMANN & BERNSTEIN, LLP; Lieff Cabraser Heimann & Bernstein, LLP; Lieff Cabraser Heimann & Bernstein LLP",2,14,"2036, 2617",ClassCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0502,Richard Golomb,Richard  Golomb,Richard M. Golomb,,1,"GOLOMB & HONIK P.C.; Golomb & Honik, P.C.; Golomb & Honik, PC; GOLOMB & HONIK, P.C.",8,24,"2036, 2107, 2428, 2592, 2606, 2738, 2969, 3043",ClassCounsel; Communications; Fees; Management; SettlementAdministration,high,,,,,,,,,
A0503,Richard McCune,Richard  McCune,,,1,"MCCUNE WRIGHT, LLP; MCCUNE WRIGHT LLP",3,9,"2036, 2151, 2450",ClassCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0504,Robert Gilbert,Robert C. Gilbert,,,1,"GROSSMAN ROTH, P.A.; GROSSMAN ROTH, P.A .; Kopelowitz, Ostrow, Ferguson, Weiselberg & Gilbert; KOPELOWITZ OSTROW FERGUSON WEISELBERG GILBERT",3,15,"2036, 2875, 2924",ClassCounsel; LeadCounsel; Settlement; SettlementAdministration,high,,,,,,,,,
A0505,Ruben Honik,Ruben  Honik,,,1,"Honik LLC; GOLOMB & HONIK P.C.; GOLOMB & HONIK, P.C.; Golomb & Honik, P.C.",4,7,"2036, 2107, 2875, 3050",ClassCounsel; Communications; LeadCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0506,Russell Budd,Russell  Budd,,,1,"BARON & BUDD, P.C.; Baron & Budd, P.C.; Baron and Budd P.C.",9,25,"2036, 2187, 2440, 2570, 2641, 2642, 2657, 2804, 3080",ClassCounsel; LeadCounsel; Management; Settlement; SettlementAdministration,high,,,,,,,,,
A0507,Sean Matt,,,,1,HAGENS BERMAN SOBOL SHAPIRO LLP,1,7,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0508,Stuart  Grossman,Stuart Grossman,,,1,"GROSSMAN ROTH, P.A.; GROSSMAN ROTH, P.A .",1,12,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0509,Ted  Trief,Ted Trief,,,1,TRIEF & OLK,1,12,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0510,William  Hearon,,,,1,"WILLIAM C. HEARON, P.A.",1,1,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0511,Darren Kaplan,Darren T. Kaplan,,,1,CHITWOOD HARLEY HARNES LLP; Kaplan Gore LLP,2,10,"2036, 3089",ClassCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0512,David Pastor,,,,1,"GILMAN AND PASTOR, LLP",1,2,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0513,Franklin Lemond,,,,1,"WEBB, KLASE & LEMOND, L.L.C.",1,2,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0514,Hassan A. Zavareei,Hassan Zavareei,,,1,Tycko & Zavareei LLP; TYCKO & ZAVAREEI LLP,3,5,"2036, 2985, 3001",ClassCounsel; Management; SettlementAdministration; Vetting,high,,,,,,,,,
A0515,Patrick Sheehan,,,,1,"WHATLEY DRAKE & KALLAS,LLC",1,2,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0516,Scott Gilchrist,,,,1,"COHEN & MALAD, LLP",1,1,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0517,Cory Fein,,,,1,CADDELL CHAPMAN,1,1,2036,ClassCounsel; SettlementAdministration,high,,,,,,,,,
A0518,Andrew Friedman,Andrew S. Friedman,Andrew N. Friedman,Andrew S Friedman,1,"Cohen Milstein Sellers & Toll PLLC; Bonnett, Fairbourn, Friedman & Balint, P.C.; BONNETT, FAIRBOURN, FRIEDMAN & BALINT, P.C.; Cohen Milstein Sellers & Tolls, PLLC",14,22,"1825, 1862, 1974, 2020, 2036, 2046, 2087, 2096, 2238, 2583, 2617, 2693, 2800, 2879",ClassCounsel; Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0519,Patricia Syverson,,,,1,"BONNETT, FAIRBOURN, FRIEDMAN & BALINT, P.C.",1,1,2036,ClassCounsel,high,,,,,,,,,
A0520,Rachel Jensen,Rachel L. Jensen,,,1,"Robbins, Geller, Rudman & Dowd LLP; ROBBINS GELLER RUDMAN & DOWD LLP; Robbins Geller Rudman & Dowd LLP",3,4,"2036, 2238, 2777",ClassCounsel; Management; SettlementAdministration,high,,,,,,,,,
A0521,Todd Carpenter,,,,1,"BONNETT, FAIRBOURN, FRIEDMAN & BALINT, P.C.; Carlson Lynch, LLP",2,2,"2036, 2984",ClassCounsel,high,,,,,,,,,
A0522,Barry Ragsdale,,,,1,,1,2,2406,Communications; Discovery,high,,,,,,,,,
A0523,Cy Smith,,,,1,,1,2,2406,Management; Settlement,high,,,,,,,,,
A0524,David Boies,,,,1,"Boies, Schiller & Flexner, L.L.P.; Boies, Schiller & Flexner LLP; BOIES, SCHILLER & FLEXNER, L.L.P.; Boies Schiller Flexner LLP",5,28,"2406, 2543, 2599, 2672, 3076",ClassCounsel; LeadCounsel; Management; Settlement; SettlementAdministration,high,,,,,,,,,
A0525,Debra Hayes,,,,1,,1,2,2406,Management; Settlement,high,,,,,,,,,
A0526,Edith Kallas,Edith M. Kallas,,,1,"Milberg Weiss Bershad & Schulman LLP; Whatley Drake & Kallas, LLC; WHATLEY DRAKE & KALLAS, LLC",5,6,"1663, 1907, 1967, 2020, 2406",ClassCounsel; Communications; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0527,Greg Davis,Greg L. Davis,,,1,The Law Offices of Greg L. Davis,2,3,"1985, 2406",Coordination; Discovery; Management; Settlement,high,,,,,,,,,
A0528,Kathleen Chavez,,,,1,"FOOTE, MIELKE, CHAVEZ & O'NEIL LLC",2,5,"2406, 2545",Management; Settlement,high,,,,,,,,,
A0529,Noah Wood,,,,1,,1,2,2406,Management; Settlement,high,,,,,,,,,
A0530,U.W. Clemson,,,,1,,1,2,2406,Management; Settlement,high,,,,,,,,,
A0531,William Isaacson,,,,1,"Boies, Schiller & Flexner LLP",3,7,"1826, 2196, 2406",ClassCounsel; LeadCounsel; Management; Settlement; SettlementAdministration,high,,,,,,,,,
A0532,Allen Schreiber,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0533,Andrew Lemmon,Andrew A. Lemmon,,,1,"Lemmon Law Firm, LLC",3,5,"2406, 2514, 2740",Discovery; Management,high,,,,,,,,,
A0534,Annesley DeGaris,,,,1,"DeGaris and Rogers, LLC; Cory, Watson, Crowder & DeGaris, P.C.; Cory Watson Crowder & Degaris, PC; Cory Watson",9,11,"1789, 2087, 2197, 2406, 2441, 2666, 2768, 2875, 3026",Coordination; Expert; Fees; LeadCounsel; Management,high,,,,,,,,,
A0535,Arthur Bailey,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0536,Augusta Dowd,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0537,Ben Sweet,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0538,Brent Hazzard,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0539,Brian Clark,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0540,Brian Hufford,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0541,Carl Kravitz,,,,1,,1,1,2406,Expert,high,,,,,,,,,
A0542,Casey Lott,,,,1,"Langston & Lott, PA",2,2,"2406, 2502",Coordination; Management,high,,,,,,,,,
A0543,Charles Caliendo,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0544,Christina Crow,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0545,Christopher Cowan,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0546,Daniel Gustafson,Daniel E. Gustafson,,,1,Gustafson Gluek PLLC; Gustafson Gulek PLLC,7,15,"1905, 2406, 2591, 2744, 2993, 3108, 3110",ClassCounsel; Communications; LeadCounsel; Management; Motions; Settlement,high,,,,,,,,,
A0547,David Balto,,,,1,,1,1,2406,Expert,high,,,,,,,,,
A0548,David Guin,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0549,David Hodges,,,,1,"Kennedy Hodges, LLP",2,2,"2406, 2666",Management; Settlement,high,,,,,,,,,
A0550,David Wilkerson,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0551,Dennis Reich,,,,1,"Reich and Binstock LLP; Reich & Binstock, LLP",4,4,"2000, 1873, 2406, 2740",ClassCounsel; Management; Motions; Settlement,high,,,,,,,,,
A0552,Douglass Dellaccio,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0553,Edgar Gankendorff,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0554,Ellen Meriwether,,,,1,CAFFERTY FAUCHER LLP; Cafferty Clobes Meriwether & Sprengel LLP,3,4,"1657, 2406, 2819",Bellwether; Management; Motions; Trial,high,,,,,,,,,
A0555,Eric Belin,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0556,Eric Cramer,Eric L. Cramer,,,1,"BERGER & MONTAGUE, PC; Berger Montague PC; Berger & Montague, P.C.",4,6,"1730, 2084, 2406, 3121",ClassCounsel; Expert; LeadCounsel; Management,high,,,,,,,,,
A0557,Gary E. Mason,Gary Mason,Gary Edward Mason,,1,"Whitfield Bryson & Mason LLP; Whitfield Bryson & Mason, LLP; The Mason Law Firm, L.L.P.; Whitfield Bryon & Mason LLP",12,14,"2000, 1796, 1817, 1958, 2025, 2047, 2406, 2495, 2514, 2664, 2887, 3021",ClassCounsel; Communications; LeadCounsel; Management; Motions; SettlementAdministration,high,,,,,,,,,
A0558,Hamish Hume,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0559,Harley Tropin,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0560,Herman Watson,,,,1,,1,1,2406,Coordination,high,,,,,,,,,
A0561,James Terrell,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0562,Jason Thompson,Jason J. Thompson,,,1,SOMMERS SCHWARTZ,3,4,"1657, 2406, 3037",Bellwether; Management; Motions; Trial,high,,,,,,,,,
A0563,Javier Lopez,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0564,Jim Warren,,,,1,,1,1,2406,Coordination,high,,,,,,,,,
A0565,Joey James,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0566,John Davis,John Clark Davis,,,1,"Slack Davis Sanger, LLP; Law Offices of John C. Davis",3,3,"1985, 2406, 2875",Discovery; Management; Motions,high,,,,,,,,,
A0567,John Saxon,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0568,Julia Roth,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0569,Karen Dyer,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0570,Kathleen Kiernan,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0571,Larry McDevitt,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0572,Lewis Gillis,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0573,Linda Flippo,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0574,Lynn Jinks,,,,1,,1,1,2406,Expert,high,,,,,,,,,
A0575,Mark Gray,Mark K. Gray,,,1,"Franklin, Gray & White; Franklin Gray & White; Gray & White",4,4,"1985, 1998, 2406, 2474",Communications; Discovery; LeadCounsel; Management; Settlement,high,,,,,,,,,
A0576,Mark White,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0577,Michael Dodge,,,,1,,1,1,2406,Expert,high,,,,,,,,,
A0578,Michael Gurley,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0579,Myron Penn,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0580,Nicholas Roth,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0581,Patrick Cafferty,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0582,Patrick Wayne Pendley,Patrick Pendley,Patrick W. Pendley,,1,"Pendley, Baudin & Coffin, L.L.P.; Pendley, Baudin & Coffin, LLP; Pendley, Baudin & Coffin",3,4,"2223, 2406, 3014",Fees; Management; Motions,high,,,,,,,,,
A0583,Pete Strom,,,,1,"Strom Law Firm, L.L.C.",2,2,"1865, 2406",Management; Motions,high,,,,,,,,,
A0584,Peter Burke,Peter H. Burke,,,1,"Whatley Drake, LLC",2,2,"1658, 2406",LeadCounsel; Motions,high,,,,,,,,,
A0585,Richard Frankowski,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0586,Robert Axelrod,,,,1,,2,2,"2020, 2406",ClassCounsel; Motions; Settlement,high,,,,,,,,,
A0587,Robert Eisler,,,,1,Grant & Eisenhofer P.A.,2,3,"2196, 2406",Discovery; Management,high,,,,,,,,,
A0588,Robert M. Foote,Robert Foote,,,1,"Foote, Meyers, Mielke & Flowers, L.L.C.; Foote, Meyers, Mielke & Flowers, LLC",3,3,"1865, 1997, 2406",Management; Motions,high,,,,,,,,,
A0589,Robert Rodin,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0590,Stephen Hanson,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0591,Tammy Stokes,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0592,Tanya Chutkan,,,,1,,1,2,2406,Expert,high,,,,,,,,,
A0593,Trish Murphy,,,,1,,1,1,2406,Coordination,high,,,,,,,,,
A0594,Troy Doles,,,,1,,1,1,2406,Discovery,high,,,,,,,,,
A0595,Van Bunch,,,,1,,1,1,2406,Motions,high,,,,,,,,,
A0596,Virginia Buchanan,Virginia Marie Buchanan,,,1,"Levin, Papantonio, Rafferty, Proctor, Buchanan, O’Brien, Barr & Mougey, P.A.; Levin Law Firm; Levin Papantonio",3,5,"2406, 3014, 3140",Management; Motions; Trial,high,,,,,,,,,
A0597,William Butterfield,William P. Butterfield,,,1,Hausfeld LLP,2,2,"2213, 2406",Discovery; Management,high,,,,,,,,,
A0598,Abby McClellan,,,,1,Stueve Siegel Hanson LLP,2,9,"2740, 2885",Management; Vetting,high,,,,,,,,,
A0599,Alexander Dwyer,,,,1,Kirkendall Dwyer LLP,1,3,2740,Management,high,,,,,,,,,
A0600,Anne Andrews,,,,1,"Andrews Thornton Higgins Razmara, LLP; Andrews & Thorton; Andrews & Thornton, LLC; Andrews & Thornton",4,6,"2087, 2391, 2666, 2740",Management,high,,,,,,,,,
A0601,Daniel Markoff,,,,1,Atkins & Markoff Law Firm,1,3,2740,Management,high,,,,,,,,,
A0602,David Miceli,David F. Miceli,,,1,"David F. Miceli, LLC; Simmons Hanly Conroy; Simmons Browder Gianaris Angelides and Barnerd, LLC; Simmons, Browder, Gianaris, Angelides & Barnerd, LLC",3,8,"2342, 2502, 2740",Management,high,,,,,,,,,
A0603,Dawn Barrios,Dawn M. Barrios,,,1,"Barrios, Kingsdorf & Casteix, LLP; BARRIOS, KINGSDORF & CASTIEX, LLP; Barrios, Kindsdorf, Casteix, LLP; Barrios Kingsdorf & Casteix",8,29,"1657, 2047, 2151, 2299, 2543, 2545, 2592, 2740",Bellwether; Communications; Coordination; Fees; Management; SettlementAdministration; Trial,high,,,,,,,,,
A0604,Douglas Moore,,,,1,Irwin Fritchie Urquhart & Moore LLC,2,5,"2740, 3023",Communications,high,,,,,,,,,
A0605,Emily Jeffcott,,,,1,"The Lambert Firm, PLC; Morgan & Morgan",3,8,"2740, 2875, 3047",Coordination; Management; Motions,high,,,,,,,,,
A0606,Genevieve Zimmerman,,,,1,"Zimmerman Reed; Meshbesher & Spence, Ltd.; Meshbesher & Spence LTD; Meshbesher & Spence Ltd.",6,15,"2391, 2441, 2666, 2740, 2775, 2885",LeadCounsel; Management,high,,,,,,,,,
A0607,J. Bachus,,,,1,"Bachus & Schanker, LLC; Bachus & Shanker, LLC",2,6,"2391, 2740",Management,high,,,,,,,,,
A0608,Lawrence Centola,,,,1,"Martzell, Bickford & Centola; Martzell, Bickford, & Centola",2,4,"2740, 2754",Management,high,,,,,,,,,
A0609,Rand Nolen,,,,1,"Fleming, Nolen & Jez, LLP",1,1,2740,Management,high,,,,,,,,,
A0610,Adam Wolfson,,,,1,"Quinn Emanuel Urquhart & Sullivan, LLP",1,5,2885,Management,high,,,,,,,,,
A0611,Bradley Honnold,,,,1,"Goza & Honnold, LLC; Goza Honnold",4,8,"2592, 2789, 2885, 3094",Management,high,,,,,,,,,
A0612,Brian Barr,,,,1,"Levin, Papantonio, Thomas, Mitchell, Rafferty & Proctor, P.A.; Levin, Papantonio, Thomas, Mitchell, Echsner & Proctor, P.A.",4,17,"1928, 2179, 2592, 2885",Communications; LeadCounsel; Management,high,,,,,,,,,
A0613,Edward Rowan,,,,1,"Taylor Martino, P.C.",1,3,2885,,high,,,,,,,,,
A0614,Elizabeth Burke,,,,1,"Richardson, Patrick, Westbrook & Brickman, LLC",1,9,2885,Management; Vetting,high,,,,,,,,,
A0615,Erin Rogiers,,,,1,Watts Guerra LLP,1,6,2885,Management; Vetting,high,,,,,,,,,
A0616,Ernest Cory,,,,1,"Cory Watson, P.C.; CORY WATSON, P.C.; Cory, Watson, Crowder & DeGaris; Cory Watson Crowder & DeGaris, P.C.",6,10,"1842, 1928, 2502, 2691, 2734, 2885",LeadCounsel; Management; Settlement,high,,,,,,,,,
A0617,Evan Buxner,,,,1,"Gori Julian & Associates, P.C.; The Gori Law Firm",3,8,"2885, 3081, 3094",Management,high,,,,,,,,,
A0618,Gregory Graf,,,,1,"Bertram & Graf, LLC",1,3,2885,Expert,high,,,,,,,,,
A0619,J. Daniel,,,,1,"Beggs & Lane, RLLP",1,1,2885,Discovery,high,,,,,,,,,
A0620,Jennifer Liakos,,,,1,"Napoli Shkolnik PLLC; Napoli Shkolnik, PLLC",3,3,"2691, 2734, 2885",Discovery; Management,high,,,,,,,,,
